vote_id,assembly_no,topic_no,title,date,result 
67536,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:43,Zamítnuto
67537,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:44,Zamítnuto
67538,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:45,Zamítnuto
67539,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:46,Zamítnuto
67540,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:46,Zamítnuto
67541,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:48,Zamítnuto
67542,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:48,Zamítnuto
67543,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:49,Zamítnuto
67544,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:50,Přijato
67545,12,48,Novela z. - vodní zákon - EU (sněmovní tisk 45),11. 4. 2018 10:51,Přijato
67546,12,55,Návrh na změny ve složení orgánů Poslanecké sněmovny,11. 4. 2018 12:34,Přijato
67547,12,55,Návrh na změny ve složení orgánů Poslanecké sněmovny,11. 4. 2018 12:35,Přijato
67548,12,8,Novela z. - školský zákon (sněmovní tisk 61),11. 4. 2018 15:35,Zamítnuto
67549,12,8,Novela z. - školský zákon (sněmovní tisk 61),11. 4. 2018 15:36,Přijato
67550,12,8,Novela z. - školský zákon (sněmovní tisk 61),11. 4. 2018 15:39,Zamítnuto
67551,12,8,Novela z. - školský zákon (sněmovní tisk 61),11. 4. 2018 15:39,Zamítnuto
67552,12,8,Novela z. - školský zákon (sněmovní tisk 61),11. 4. 2018 15:40,Zamítnuto
67553,12,9,Novela ústav. z. - Ústava ČR (sněmovní tisk 65),11. 4. 2018 16:17,Přijato
67554,12,10,Novela z. o majetku České republiky (sněmovní tisk 69),11. 4. 2018 16:43,Přijato
67555,12,10,Novela z. o majetku České republiky (sněmovní tisk 69),11. 4. 2018 16:44,Přijato
67556,12,11,Novela z. - trestní řád (sněmovní tisk 70),11. 4. 2018 16:56,Přijato
67557,12,15,Novela z. o daních z příjmů (sněmovní tisk 77),11. 4. 2018 17:29,Přijato
67558,12,67,Písemná interpelace J. Michálka na A. Babiše ve věci neutěšených platů,12. 4. 2018 9:45,Zamítnuto
67559,12,16,Novela z. o daních z příjmů (sněmovní tisk 80),12. 4. 2018 11:08,Zamítnuto
67560,12,16,Novela z. o daních z příjmů (sněmovní tisk 80),12. 4. 2018 11:08,Přijato
67561,12,17,Novela z. o směnárenské činnosti (sněmovní tisk 83),12. 4. 2018 11:20,Přijato
67562,12,17,Novela z. o směnárenské činnosti (sněmovní tisk 83),12. 4. 2018 12:16,Zamítnuto
67563,12,17,Novela z. o směnárenské činnosti (sněmovní tisk 83),12. 4. 2018 12:16,Přijato (přijata námitka)
67564,12,17,Novela z. o směnárenské činnosti (sněmovní tisk 83),12. 4. 2018 12:18,Přijato
67565,12,17,Novela z. o směnárenské činnosti (sněmovní tisk 83),12. 4. 2018 12:19,Přijato
67566,12,18,Novela z. o některých přestupcích (sněmovní tisk 84),12. 4. 2018 13:01,Přijato
67567,12,0,Pořad schůze,13. 4. 2018 9:07,Přijato
67568,12,0,Pořad schůze,13. 4. 2018 9:08,Přijato
67569,12,47,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (sněmovní tisk 12),13. 4. 2018 9:16,Přijato
67570,12,47,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (sněmovní tisk 12),13. 4. 2018 9:17,Přijato
67571,12,47,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (sněmovní tisk 12),13. 4. 2018 9:18,Přijato
67572,12,47,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (sněmovní tisk 12),13. 4. 2018 9:19,Zamítnuto
67573,12,47,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (sněmovní tisk 12),13. 4. 2018 9:20,Přijato
67574,12,19,Novela z. o nemocenském pojištění (sněmovní tisk 85),13. 4. 2018 10:58,Přijato
67575,12,19,Novela z. o nemocenském pojištění (sněmovní tisk 85),13. 4. 2018 10:59,Přijato
67576,12,19,Novela z. o nemocenském pojištění (sněmovní tisk 85),13. 4. 2018 11:00,Přijato
67577,12,20,Novela z. - občanský soudní řád (sněmovní tisk 86),13. 4. 2018 11:45,Přijato
67578,12,22,Novela z. o pomoci v hmotné nouzi (sněmovní tisk 89),13. 4. 2018 11:57,Přijato
67579,12,22,Novela z. o pomoci v hmotné nouzi (sněmovní tisk 89),13. 4. 2018 12:50,Přijato
67580,12,23,Novela z. o pomoci v hmotné nouzi (sněmovní tisk 99),13. 4. 2018 12:54,Přijato
67581,12,25,Novela z. o volbách do Parlamentu ČR (sněmovní tisk 103),13. 4. 2018 13:26,Zamítnuto (zmatečné)
67582,12,25,Novela z. o volbách do Parlamentu ČR (sněmovní tisk 103),13. 4. 2018 13:28,Přijato
67583,12,0,Pořad schůze,17. 4. 2018 14:48,Přijato
67584,12,0,Pořad schůze,17. 4. 2018 14:49,Přijato
67585,12,0,Pořad schůze,17. 4. 2018 14:49,Přijato
67586,12,0,Pořad schůze,17. 4. 2018 14:50,Přijato
67587,12,0,Pořad schůze,17. 4. 2018 14:51,Přijato
67588,12,0,Pořad schůze,17. 4. 2018 14:51,Přijato
67589,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:16,Zamítnuto
67590,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:17,Přijato
67591,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:18,Přijato
67592,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:18,Přijato
67593,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:19,Přijato
67594,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:20,Přijato
67595,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:21,Zamítnuto
67596,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:22,Zamítnuto
67597,12,69,Pozice vlády České republiky k událostem v Sýrii,17. 4. 2018 17:23,Zamítnuto
67598,12,1,Novela z. o volbách do Parlamentu ČR (sněmovní tisk 59),17. 4. 2018 17:25,Přijato
67599,12,1,Novela z. o volbách do Parlamentu ČR (sněmovní tisk 59),17. 4. 2018 17:44,Přijato
67600,12,29,Novela z. o státním zastupitelství (sněmovní tisk 110),17. 4. 2018 17:47,Přijato
67601,12,29,Novela z. o státním zastupitelství (sněmovní tisk 110),17. 4. 2018 18:06,Přijato
67602,12,30,N.z. o celostátním referendu (sněmovní tisk 111),17. 4. 2018 18:08,Přijato
67603,12,0,Procedurální hlasování,18. 4. 2018 12:28,Přijato
67604,12,0,Procedurální hlasování,18. 4. 2018 12:29,Přijato
67605,12,58,Návrh na volbu člena Dozorčí rady Státního fondu rozvoje bydlení,18. 4. 2018 12:37,Přijato
67606,12,59,Návrh na volbu členů DR Státního fondu dopravní infrastruktury,18. 4. 2018 12:41,Přijato
67607,12,37,Vl.n.z. o zpracování osobních údajů - EU (sněmovní tisk 138),18. 4. 2018 15:20,Přijato
67608,12,37,Vl.n.z. o zpracování osobních údajů - EU (sněmovní tisk 138),18. 4. 2018 15:21,Přijato
67609,12,37,Vl.n.z. o zpracování osobních údajů - EU (sněmovní tisk 138),18. 4. 2018 15:23,Přijato
67610,12,37,Vl.n.z. o zpracování osobních údajů - EU (sněmovní tisk 138),18. 4. 2018 15:23,Přijato
67611,12,37,Vl.n.z. o zpracování osobních údajů - EU (sněmovní tisk 138),18. 4. 2018 15:24,Přijato
67612,12,37,Vl.n.z. o zpracování osobních údajů - EU (sněmovní tisk 138),18. 4. 2018 15:25,Přijato
67613,12,38,Vl.n.z. o zpracování osobních údajů - související - EU (sněmovní tisk 139),18. 4. 2018 15:42,Přijato
67614,12,38,Vl.n.z. o zpracování osobních údajů - související - EU (sněmovní tisk 139),18. 4. 2018 15:43,Přijato
67615,12,38,Vl.n.z. o zpracování osobních údajů - související - EU (sněmovní tisk 139),18. 4. 2018 15:44,Přijato
67616,12,38,Vl.n.z. o zpracování osobních údajů - související - EU (sněmovní tisk 139),18. 4. 2018 15:45,Přijato
67617,12,38,Vl.n.z. o zpracování osobních údajů - související - EU (sněmovní tisk 139),18. 4. 2018 15:45,Přijato
67618,12,38,Vl.n.z. o zpracování osobních údajů - související - EU (sněmovní tisk 139),18. 4. 2018 15:46,Přijato
67619,12,24,Novela z. - školský zákon (sněmovní tisk 102),18. 4. 2018 17:25,Přijato
67620,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),18. 4. 2018 17:33,Zamítnuto
67621,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),18. 4. 2018 17:43,Zamítnuto
67622,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),18. 4. 2018 17:44,Zamítnuto
67623,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),18. 4. 2018 17:53,Zamítnuto
67624,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),18. 4. 2018 17:54,Zamítnuto
67625,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 9:59,Zamítnuto
67626,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:05,Zamítnuto
67627,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:07,Přijato
67628,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:09,Přijato
67629,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:09,Přijato
67630,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:10,Přijato
67631,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:10,Přijato
67632,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:11,Přijato
67633,12,31,N.z.o zrušení zákona o zákazu dodávek pro jader. el. Búšehr (sněmovní tisk 112),19. 4. 2018 10:12,Přijato
67634,12,32,Novela z. o důchodovém pojištění (sněmovní tisk 120),19. 4. 2018 11:30,Přijato
67635,12,32,Novela z. o důchodovém pojištění (sněmovní tisk 120),19. 4. 2018 11:31,Přijato
67636,12,32,Novela z. o důchodovém pojištění (sněmovní tisk 120),19. 4. 2018 11:32,Přijato
67637,12,33,Novela z. o zrušení Fondu národního majetku (sněmovní tisk 130),19. 4. 2018 12:42,Zamítnuto
67638,12,33,Novela z. o zrušení Fondu národního majetku (sněmovní tisk 130),19. 4. 2018 12:43,Přijato
67639,12,33,Novela z. o zrušení Fondu národního majetku (sněmovní tisk 130),19. 4. 2018 12:44,Zamítnuto
67640,12,0,Pořad schůze,20. 4. 2018 9:06,Přijato
67641,12,50,Vl. n. z. o podmínkách využív. gen. zdrojů podle Nagoj. prot. - EU (sněmovní tisk 15),20. 4. 2018 9:11,Přijato
67642,12,50,Vl. n. z. o podmínkách využív. gen. zdrojů podle Nagoj. prot. - EU (sněmovní tisk 15),20. 4. 2018 9:13,Přijato
67643,12,50,Vl. n. z. o podmínkách využív. gen. zdrojů podle Nagoj. prot. - EU (sněmovní tisk 15),20. 4. 2018 9:14,Přijato
67644,12,51,Novela z. o střetu zájmů (sněmovní tisk 33),20. 4. 2018 10:51,Přijato
67645,12,51,Novela z. o střetu zájmů (sněmovní tisk 33),20. 4. 2018 10:52,Přijato
67646,12,51,Novela z. o střetu zájmů (sněmovní tisk 33),20. 4. 2018 11:08,Přijato
67647,12,51,Novela z. o střetu zájmů (sněmovní tisk 33),20. 4. 2018 11:08,Zamítnuto
67648,12,51,Novela z. o střetu zájmů (sněmovní tisk 33),20. 4. 2018 11:09,Zamítnuto
67649,12,51,Novela z. o střetu zájmů (sněmovní tisk 33),20. 4. 2018 11:10,Přijato
67650,12,51,Novela z. o střetu zájmů (sněmovní tisk 33),20. 4. 2018 11:11,Přijato
67651,12,26,Novela z. o poskytování dávek osobám se zdravot. postižením (sněmovní tisk 104),20. 4. 2018 11:26,Zamítnuto
67652,12,26,Novela z. o poskytování dávek osobám se zdravot. postižením (sněmovní tisk 104),20. 4. 2018 11:27,Přijato
67653,12,26,Novela z. o poskytování dávek osobám se zdravot. postižením (sněmovní tisk 104),20. 4. 2018 11:28,Přijato
67654,12,0,Procedurální hlasování,20. 4. 2018 11:53,Zamítnuto
67655,12,34,Novela z. o státní službě (sněmovní tisk 132),20. 4. 2018 12:07,Přijato
67656,12,36,"Vl.n.z, kterým se mění volební zákony a soudní řád správní (sněmovní tisk 137)",20. 4. 2018 12:31,Přijato
67657,12,36,"Vl.n.z, kterým se mění volební zákony a soudní řád správní (sněmovní tisk 137)",20. 4. 2018 12:32,Přijato
67658,12,36,"Vl.n.z, kterým se mění volební zákony a soudní řád správní (sněmovní tisk 137)",20. 4. 2018 12:33,Přijato
67659,12,0,Procedurální hlasování,20. 4. 2018 13:30,Přijato
67660,13,0,Procedurální hlasování,22. 5. 2018 14:02,Přijato
67661,13,0,Pořad schůze,22. 5. 2018 14:36,Přijato
67662,13,0,Pořad schůze,22. 5. 2018 14:37,Přijato
67663,13,0,Pořad schůze,22. 5. 2018 14:38,Zamítnuto
67664,13,0,Pořad schůze,22. 5. 2018 14:39,Přijato
67665,13,0,Pořad schůze,22. 5. 2018 14:40,Přijato
67666,13,0,Pořad schůze,22. 5. 2018 14:41,Přijato
67667,13,0,Pořad schůze,22. 5. 2018 14:42,Přijato
67668,13,0,Pořad schůze,22. 5. 2018 14:43,Přijato
67669,13,0,Pořad schůze,22. 5. 2018 14:44,Zamítnuto
67670,13,0,Pořad schůze,22. 5. 2018 14:44,Přijato
67671,13,0,Pořad schůze,22. 5. 2018 14:45,Zamítnuto
67672,13,0,Pořad schůze,22. 5. 2018 15:49,Zamítnuto
67673,13,0,Pořad schůze,22. 5. 2018 15:50,Přijato
67674,13,0,Pořad schůze,22. 5. 2018 15:52,Přijato (přijata námitka)
67675,13,0,Pořad schůze,22. 5. 2018 15:54,Zamítnuto (zmatečné)
67676,13,0,Pořad schůze,22. 5. 2018 15:54,Přijato
67677,13,0,Pořad schůze,22. 5. 2018 15:55,Přijato
67678,13,42,Novela z. o ochranných známkách - EU (sněmovní tisk 140),22. 5. 2018 16:15,Přijato
67679,13,42,Novela z. o ochranných známkách - EU (sněmovní tisk 140),22. 5. 2018 16:16,Přijato
67680,13,8,Novela z. o obcích (sněmovní tisk 36),22. 5. 2018 16:46,Přijato
67681,13,14,Novela z. o mezinárodní justiční spolupráci ve věcech trest. - EU (sněmovní tisk 57),22. 5. 2018 17:37,Přijato
67682,13,18,Novela z. - trestní zákoník - EU (sněmovní tisk 79),22. 5. 2018 18:16,Zamítnuto
67683,13,0,Pořad schůze,23. 5. 2018 9:09,Přijato
67684,13,0,Pořad schůze,23. 5. 2018 9:10,Přijato
67685,13,0,Pořad schůze,23. 5. 2018 9:10,Zamítnuto
67686,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:12,Přijato
67687,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:13,Přijato
67688,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:15,Přijato
67689,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:16,Přijato
67690,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:17,Přijato
67691,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:18,Zamítnuto
67692,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:19,Zamítnuto
67693,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:20,Zamítnuto
67694,13,70,Novela z. o ochraně ovzduší - EU (sněmovní tisk 13),23. 5. 2018 11:20,Přijato
67695,13,71,Vl.n.z. o distribuci pojištění a zajištění - EU (sněmovní tisk 48),23. 5. 2018 11:49,Přijato
67696,13,71,Vl.n.z. o distribuci pojištění a zajištění - EU (sněmovní tisk 48),23. 5. 2018 11:51,Přijato
67697,13,71,Vl.n.z. o distribuci pojištění a zajištění - EU (sněmovní tisk 48),23. 5. 2018 11:52,Přijato
67698,13,71,Vl.n.z. o distribuci pojištění a zajištění - EU (sněmovní tisk 48),23. 5. 2018 11:53,Přijato
67699,13,71,Vl.n.z. o distribuci pojištění a zajištění - EU (sněmovní tisk 48),23. 5. 2018 11:54,Zamítnuto
67700,13,71,Vl.n.z. o distribuci pojištění a zajištění - EU (sněmovní tisk 48),23. 5. 2018 11:55,Přijato
67701,13,71,Vl.n.z. o distribuci pojištění a zajištění - EU (sněmovní tisk 48),23. 5. 2018 11:56,Přijato
67702,13,72,Vl.n.z. v souv. s přij. zák. o distrib. pojiš. a zajiš. (sněmovní tisk 49),23. 5. 2018 12:01,Přijato
67703,13,72,Vl.n.z. v souv. s přij. zák. o distrib. pojiš. a zajiš. (sněmovní tisk 49),23. 5. 2018 12:02,Přijato
67704,13,72,Vl.n.z. v souv. s přij. zák. o distrib. pojiš. a zajiš. (sněmovní tisk 49),23. 5. 2018 12:03,Přijato
67705,13,73,Novela z. - zákoník práce (sněmovní tisk 91),23. 5. 2018 12:20,Přijato
67706,13,73,Novela z. - zákoník práce (sněmovní tisk 91),23. 5. 2018 12:21,Přijato
67707,13,73,Novela z. - zákoník práce (sněmovní tisk 91),23. 5. 2018 12:21,Přijato
67708,13,91,Návrh na změny ve složení orgánů Poslanecké sněmovny,23. 5. 2018 12:33,Přijato
67709,13,93,Návrh na volbu člena Rady České tiskové kanceláře,23. 5. 2018 12:37,Přijato
67710,13,94,Návrh na volbu předsedy DR SZIF,23. 5. 2018 12:42,Přijato
67711,13,95,Návrh na volbu členů DR SZIF,23. 5. 2018 12:45,Přijato
67712,13,96,Návrh na volbu členů Rady Českého rozhlasu,23. 5. 2018 12:48,Přijato
67713,13,97,Návrh na volbu člena Rady České televize,23. 5. 2018 12:50,Přijato
67714,13,0,Procedurální hlasování,23. 5. 2018 14:38,Přijato
67715,13,2,Novela z. - daňový řád - EU (sněmovní tisk 47),23. 5. 2018 15:24,Přijato
67716,13,5,Novela z. o organizaci a provádění sociálního zabezpečení (sněmovní tisk 90),23. 5. 2018 15:41,Zamítnuto
67717,13,5,Novela z. o organizaci a provádění sociálního zabezpečení (sněmovní tisk 90),23. 5. 2018 15:43,Přijato
67718,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 15:45,Přijato
67719,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 16:55,Zamítnuto
67720,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 17:11,Zamítnuto
67721,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 17:12,Zamítnuto
67722,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 17:13,Přijato
67723,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 17:15,Zamítnuto
67724,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 17:15,Zamítnuto
67725,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 17:16,Zamítnuto
67726,13,40,Novela z. o státní službě (sněmovní tisk 132),23. 5. 2018 17:17,Zamítnuto
67727,13,0,Pořad schůze,24. 5. 2018 9:08,Přijato
67728,13,0,Pořad schůze,24. 5. 2018 9:09,Přijato
67729,13,0,Pořad schůze,24. 5. 2018 9:11,Přijato
67730,13,115,Projednání důsledků Marakéšského protokolu,24. 5. 2018 11:13,Zamítnuto
67731,13,115,Projednání důsledků Marrákešského protokolu,24. 5. 2018 12:28,Zamítnuto
67732,13,115,Projednání důsledků Marrákešského protokolu,24. 5. 2018 12:28,Přijato
67733,13,115,Projednání důsledků Marrákešského protokolu,24. 5. 2018 12:29,Přijato
67734,13,0,Pořad schůze,25. 5. 2018 9:15,Přijato
67735,13,0,Pořad schůze,25. 5. 2018 9:16,Přijato
67736,13,0,Pořad schůze,25. 5. 2018 9:17,Zamítnuto
67737,13,76,Novela z. o obcích (sněmovní tisk 36),25. 5. 2018 9:21,Přijato
67738,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:31,Přijato
67739,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:32,Přijato
67740,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:32,Přijato
67741,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:33,Přijato
67742,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:33,Přijato
67743,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:34,Přijato
67744,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:47,Přijato
67745,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:47,Přijato
67746,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:48,Přijato
67747,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:49,Přijato
67748,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:49,Přijato
67749,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:50,Přijato
67750,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:50,Přijato
67751,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:51,Přijato
67752,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:51,Přijato
67753,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:52,Přijato
67754,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:52,Přijato
67755,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:53,Přijato
67756,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:53,Přijato
67757,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:54,Přijato
67758,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:54,Přijato
67759,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:55,Přijato
67760,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:55,Přijato
67761,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:56,Přijato
67762,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:56,Přijato
67763,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:56,Přijato
67764,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:57,Přijato (přijata námitka)
67765,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:57,Zamítnuto (zmatečné)
67766,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 9:59,Přijato
67767,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 10:00,Přijato
67768,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 10:00,Přijato
67769,13,114,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyzname,25. 5. 2018 10:01,Přijato
67770,13,23,N.z. o celostátním referendu (sněmovní tisk 35),25. 5. 2018 12:11,Přijato
67771,13,23,N.z. o celostátním referendu (sněmovní tisk 35),25. 5. 2018 12:40,Zamítnuto
67772,13,23,N.z. o celostátním referendu (sněmovní tisk 35),25. 5. 2018 12:47,Přijato
67773,13,24,Novela z. - trestní řád (sněmovní tisk 70),25. 5. 2018 12:52,Přijato
67774,13,25,"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU (sněmovní tisk 72)",25. 5. 2018 13:12,Zamítnuto
67775,13,25,"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU (sněmovní tisk 72)",25. 5. 2018 13:31,Zamítnuto
67776,13,25,"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU (sněmovní tisk 72)",25. 5. 2018 13:32,Zamítnuto
67777,13,0,Pořad schůze,29. 5. 2018 14:31,Přijato
67778,13,0,Pořad schůze,29. 5. 2018 14:31,Přijato
67779,13,0,Pořad schůze,29. 5. 2018 14:32,Přijato
67780,13,0,Pořad schůze,29. 5. 2018 14:33,Zamítnuto
67781,13,0,Pořad schůze,29. 5. 2018 14:34,Zamítnuto
67782,13,0,Pořad schůze,29. 5. 2018 14:35,Zamítnuto
67783,13,0,Pořad schůze,29. 5. 2018 14:36,Přijato
67784,13,3,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (sněmovní tisk 12),29. 5. 2018 14:41,Přijato
67785,13,4,Novela z. o střetu zájmů (sněmovní tisk 33),29. 5. 2018 15:21,Zamítnuto
67786,13,4,Novela z. o střetu zájmů (sněmovní tisk 33),29. 5. 2018 15:22,Přijato
67787,13,1,Novela z. - vodní zákon - EU (sněmovní tisk 45),29. 5. 2018 15:39,Přijato
67788,13,28,Novela z.o ochraně zdr.před škodlivými účinky návyk.látek (sněmovní tisk 87),29. 5. 2018 17:31,Přijato (přijata námitka)
67789,13,28,Novela z.o ochraně zdr.před škodlivými účinky návyk.látek (sněmovní tisk 87),29. 5. 2018 17:47,Přijato
67790,13,28,Novela z.o ochraně zdr.před škodlivými účinky návyk.látek (sněmovní tisk 87),29. 5. 2018 17:48,Přijato
67791,13,46,Vl.n.z. o přístupnosti internetových stránek a mob. aplikací - EU (sněmovní tisk 170),29. 5. 2018 18:01,Přijato
67792,13,25,"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU (sněmovní tisk 72)",29. 5. 2018 18:04,Přijato
67793,13,25,"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU (sněmovní tisk 72)",29. 5. 2018 18:06,Přijato
67794,13,26,Vl.n.z. o soudních tlumočnících a soudních překladatelích - EU (sněmovní tisk 73),29. 5. 2018 18:17,Zamítnuto
67795,13,26,Vl.n.z. o soudních tlumočnících a soudních překladatelích - EU (sněmovní tisk 73),29. 5. 2018 18:19,Přijato
67796,13,26,Vl.n.z. o soudních tlumočnících a soudních překladatelích - EU (sněmovní tisk 73),29. 5. 2018 18:20,Přijato
