vote_id,party,total,yes,no,not_in,refrained,excused

71294,SPD,19,18,0,0,0,1

71294,ČSSD,15,1,9,1,0,4

71294,KSČM,15,0,0,4,10,1

71294,KDU-ČSL,10,0,7,1,0,2

71294,TOP09,7,0,6,0,1,0

71294,STAN,6,0,5,0,1,0

71294,Nezařaz,5,3,0,0,0,2

71295,ANO,78,51,0,5,0,22

71295,ODS,23,0,15,2,0,6

71295,Piráti,22,1,0,0,21,0

71295,SPD,19,18,0,0,0,1

71295,ČSSD,15,1,9,1,0,4

71295,KSČM,15,0,0,4,10,1

71295,KDU-ČSL,10,0,7,1,0,2

71295,TOP09,7,0,6,0,1,0

71295,STAN,6,0,5,0,1,0

71295,Nezařaz,5,3,0,0,0,2

71296,ANO,78,50,0,5,0,23

71296,ODS,23,15,0,3,0,5

71296,Piráti,22,21,0,1,0,0

71296,SPD,19,18,0,0,0,1

71296,ČSSD,15,9,0,1,1,4

71296,KSČM,15,11,0,3,0,1

71296,KDU-ČSL,10,7,0,1,0,2

71296,TOP09,7,5,0,0,2,0

71296,STAN,6,5,0,0,1,0

71296,Nezařaz,5,3,0,0,0,2

71297,ANO,78,50,0,5,0,23

71297,ODS,23,15,0,3,0,5

71297,Piráti,22,22,0,0,0,0

71297,SPD,19,18,0,0,0,1

71297,ČSSD,15,9,0,1,1,4

71297,KSČM,15,11,0,3,0,1

71297,KDU-ČSL,10,7,0,1,0,2

71297,TOP09,7,5,0,0,2,0

71297,STAN,6,5,0,0,1,0

71297,Nezařaz,5,3,0,0,0,2

71298,ANO,78,50,0,5,0,23

71298,ODS,23,15,0,3,0,5

71298,Piráti,22,22,0,0,0,0

71298,SPD,19,18,0,0,0,1

71298,ČSSD,15,8,0,1,2,4

71298,KSČM,15,11,0,3,0,1

71298,KDU-ČSL,10,7,0,1,0,2

71298,TOP09,7,6,0,0,1,0

71298,STAN,6,5,0,0,1,0

71298,Nezařaz,5,2,0,0,1,2

71299,ANO,78,65,0,5,0,8

71299,ODS,23,11,0,8,0,4

71299,Piráti,22,22,0,0,0,0

71299,SPD,19,15,0,3,0,1

71299,ČSSD,15,4,0,3,1,7

71299,KSČM,15,6,0,6,0,3

71299,KDU-ČSL,10,6,0,2,0,2

71299,TOP09,7,2,0,2,0,3

71299,STAN,6,2,0,2,0,2

71299,Nezařaz,5,1,0,1,0,3

71300,ANO,78,69,0,1,0,8

71300,ODS,23,0,14,5,0,4

71300,Piráti,22,0,22,0,0,0

71300,SPD,19,0,0,1,17,1

71300,ČSSD,15,6,0,2,0,7

71300,KSČM,15,8,0,3,1,3

71300,KDU-ČSL,10,0,7,1,0,2

71300,TOP09,7,0,3,0,1,3

71300,STAN,6,0,4,0,0,2

71300,Nezařaz,5,1,0,1,0,3

71301,ANO,78,1,67,1,1,8

71301,ODS,23,18,0,1,0,4

71301,Piráti,22,22,0,0,0,0

71301,SPD,19,15,0,3,0,1

71301,ČSSD,15,0,1,2,9,3

71301,KSČM,15,0,9,3,0,3

71301,KDU-ČSL,10,8,0,1,0,1

71301,TOP09,7,4,0,0,0,3

71301,STAN,6,4,0,0,0,2

71301,Nezařaz,5,1,0,2,0,2

71302,ANO,78,0,68,2,0,8

71302,ODS,23,12,0,7,0,4

71302,Piráti,22,19,0,2,0,1

71302,SPD,19,9,0,8,0,2

71302,ČSSD,15,0,6,4,2,3

71302,KSČM,15,0,6,3,2,4

71302,KDU-ČSL,10,2,0,5,0,3

71302,TOP09,7,2,0,3,0,2

71302,STAN,6,3,0,1,0,2

71302,Nezařaz,5,0,0,3,0,2

71303,ANO,78,68,0,2,0,8

71303,ODS,23,0,12,7,0,4

71303,Piráti,22,0,19,2,0,1

71303,SPD,19,0,0,8,9,2

71303,ČSSD,15,8,0,4,0,3

71303,KSČM,15,7,0,3,1,4

71303,KDU-ČSL,10,0,0,5,2,3

71303,TOP09,7,0,0,3,2,2

71303,STAN,6,0,1,0,3,2

71303,Nezařaz,5,0,0,3,0,2

71304,ANO,78,0,56,7,2,13

71304,ODS,23,14,0,4,0,5

71304,Piráti,22,20,0,2,0,0

71304,SPD,19,7,0,6,0,6

71304,ČSSD,15,0,1,4,7,3

71304,KSČM,15,0,0,4,10,1

71304,KDU-ČSL,10,5,0,1,0,4

71304,TOP09,7,3,0,2,0,2

71304,STAN,6,5,0,1,0,0

71304,Nezařaz,5,0,0,0,0,5

71305,ANO,78,62,0,4,0,12

71305,ODS,23,0,7,12,0,4

71305,Piráti,22,0,11,0,11,0

71305,SPD,19,0,10,4,0,5

71305,ČSSD,15,11,0,1,0,3

71305,KSČM,15,11,0,3,0,1

71305,KDU-ČSL,10,0,4,2,0,4

71305,TOP09,7,0,2,1,0,4

71305,STAN,6,0,4,2,0,0

71305,Nezařaz,5,0,0,0,0,5

71306,ANO,78,54,0,9,1,14

71306,ODS,23,11,0,4,1,7

71306,Piráti,22,20,0,2,0,0

71306,SPD,19,10,0,4,0,5

71306,ČSSD,15,9,0,2,1,3

71306,KSČM,15,11,0,3,0,1

71306,KDU-ČSL,10,4,0,2,0,4

71306,TOP09,7,1,0,2,0,4

71306,STAN,6,0,0,3,0,3

71306,Nezařaz,5,1,0,1,0,3

71307,ANO,78,57,0,6,1,14

71307,ODS,23,12,0,4,0,7

71307,Piráti,22,22,0,0,0,0

71307,SPD,19,14,0,0,0,5

71307,ČSSD,15,11,0,1,0,3

71307,KSČM,15,14,0,0,0,1

71307,KDU-ČSL,10,4,0,2,0,4

71307,TOP09,7,4,0,0,0,3

71307,STAN,6,3,0,0,0,3

71307,Nezařaz,5,1,0,1,0,3

71308,ANO,78,0,1,4,59,14

71308,ODS,23,13,0,3,0,7

71308,Piráti,22,22,0,0,0,0

71308,SPD,19,12,0,3,0,4

71308,ČSSD,15,4,0,1,7,3

71308,KSČM,15,0,0,4,10,1

71308,KDU-ČSL,10,6,0,0,0,4

71308,TOP09,7,3,0,1,0,3

71308,STAN,6,3,0,0,0,3

71308,Nezařaz,5,2,0,0,0,3

71309,ANO,78,2,0,1,61,14

71309,ODS,23,0,0,3,13,7

71309,Piráti,22,0,0,0,22,0

71309,SPD,19,1,0,2,12,4

71309,ČSSD,15,4,0,0,8,3

71309,KSČM,15,1,0,2,11,1

71309,KDU-ČSL,10,0,0,0,6,4

71309,TOP09,7,0,0,1,4,2

71309,STAN,6,0,0,0,3,3

71309,Nezařaz,5,0,0,0,2,3

71310,ANO,78,62,0,2,0,14

71310,ODS,23,0,1,3,12,7

71310,Piráti,22,1,0,1,20,0

71310,SPD,19,0,0,3,12,4

71310,ČSSD,15,11,0,0,1,3

71310,KSČM,15,13,0,1,0,1

71310,KDU-ČSL,10,0,0,1,5,4

71310,TOP09,7,0,0,0,5,2

71310,STAN,6,0,0,0,3,3

71310,Nezařaz,5,1,1,0,0,3

71311,ANO,78,0,59,1,4,14

71311,ODS,23,14,0,2,0,7

71311,Piráti,22,22,0,0,0,0

71311,SPD,19,13,0,2,0,4

71311,ČSSD,15,0,11,0,1,3

71311,KSČM,15,0,2,0,12,1

71311,KDU-ČSL,10,6,0,0,0,4

71311,TOP09,7,5,0,0,0,2

71311,STAN,6,3,0,0,0,3

71311,Nezařaz,5,2,0,0,0,3

71312,ANO,78,63,0,1,0,14

71312,ODS,23,0,14,2,0,7

71312,Piráti,22,0,22,0,0,0

71312,SPD,19,0,13,2,0,4

71312,ČSSD,15,12,0,0,0,3

71312,KSČM,15,14,0,0,0,1

71312,KDU-ČSL,10,0,6,0,0,4

71312,TOP09,7,0,4,0,1,2

71312,STAN,6,0,3,0,0,3

71312,Nezařaz,5,0,1,0,1,3

71313,ANO,78,63,0,2,0,13

71313,ODS,23,0,8,7,1,7

71313,Piráti,22,0,10,0,11,1

71313,SPD,19,0,0,6,7,6

71313,ČSSD,15,3,0,9,0,3

71313,KSČM,15,7,0,6,0,2

71313,KDU-ČSL,10,0,2,3,0,5

71313,TOP09,7,0,2,2,0,3

71313,STAN,6,0,1,2,0,3

71313,Nezařaz,5,0,0,1,0,4

71314,ANO,78,67,0,1,0,10

71314,ODS,23,21,0,1,0,1

71314,Piráti,22,22,0,0,0,0

71314,SPD,19,14,0,1,0,4

71314,ČSSD,15,11,0,2,0,2

71314,KSČM,15,13,0,0,2,0

71314,KDU-ČSL,10,7,0,3,0,0

71314,TOP09,7,5,0,1,0,1

71314,STAN,6,5,0,1,0,0

71314,Nezařaz,5,3,0,0,1,1

71315,ANO,78,4,0,1,63,10

71315,ODS,23,21,0,1,0,1

71315,Piráti,22,22,0,0,0,0

71315,SPD,19,15,0,0,0,4

71315,ČSSD,15,0,0,2,11,2

71315,KSČM,15,0,0,0,15,0

71315,KDU-ČSL,10,9,0,1,0,0

71315,TOP09,7,5,0,1,0,1

71315,STAN,6,6,0,0,0,0

71315,Nezařaz,5,0,0,0,4,1

71316,ANO,78,0,6,1,61,10

71316,ODS,23,21,0,1,0,1

71316,Piráti,22,21,0,0,1,0

71316,SPD,19,15,0,0,0,4

71316,ČSSD,15,0,1,2,10,2

71316,KSČM,15,0,0,0,15,0

71316,KDU-ČSL,10,9,0,1,0,0

71316,TOP09,7,5,0,1,0,1

71316,STAN,6,6,0,0,0,0

71316,Nezařaz,5,4,0,0,0,1

71317,ANO,78,0,1,1,66,10

71317,ODS,23,21,0,1,0,1

71317,Piráti,22,22,0,0,0,0

71317,SPD,19,15,0,0,0,4

71317,ČSSD,15,0,0,2,11,2

71317,KSČM,15,0,0,0,15,0

71317,KDU-ČSL,10,9,0,1,0,0

71317,TOP09,7,5,0,1,0,1

71317,STAN,6,6,0,0,0,0

71317,Nezařaz,5,4,0,0,0,1

71318,ANO,78,66,0,1,1,10

71318,ODS,23,0,21,1,0,1

71318,Piráti,22,0,22,0,0,0

71318,SPD,19,0,0,0,15,4

71318,ČSSD,15,13,0,0,0,2

71318,KSČM,15,15,0,0,0,0

71318,KDU-ČSL,10,0,9,1,0,0

71318,TOP09,7,0,5,1,0,1

71318,STAN,6,1,3,0,2,0

71318,Nezařaz,5,0,0,0,4,1

71319,ANO,78,67,0,1,0,10

71319,ODS,23,0,0,1,21,1

71319,Piráti,22,15,1,0,6,0

71319,SPD,19,0,0,0,15,4

71319,ČSSD,15,13,0,0,0,2

71319,KSČM,15,15,0,0,0,0

71319,KDU-ČSL,10,0,7,1,2,0

71319,TOP09,7,0,0,1,5,1

71319,STAN,6,0,1,0,5,0

71319,Nezařaz,5,0,0,0,4,1

71320,ANO,78,67,0,1,0,10

71320,ODS,23,0,0,1,21,1

71320,Piráti,22,22,0,0,0,0

71320,SPD,19,0,0,0,15,4

71320,ČSSD,15,13,0,0,0,2

71320,KSČM,15,15,0,0,0,0

71320,KDU-ČSL,10,1,1,1,7,0

71320,TOP09,7,0,0,1,5,1

71320,STAN,6,0,0,0,6,0

71320,Nezařaz,5,2,0,0,2,1

71321,ANO,78,67,0,1,0,10

71321,ODS,23,0,0,1,21,1

71321,Piráti,22,22,0,0,0,0

71321,SPD,19,0,0,0,15,4

71321,ČSSD,15,13,0,0,0,2

71321,KSČM,15,15,0,0,0,0

71321,KDU-ČSL,10,8,0,1,1,0

71321,TOP09,7,5,0,1,0,1

71321,STAN,6,5,0,0,1,0

71321,Nezařaz,5,0,0,0,4,1

71322,ANO,78,67,0,1,0,10

71322,ODS,23,0,0,1,21,1

71322,Piráti,22,22,0,0,0,0

71322,SPD,19,0,0,0,15,4

71322,ČSSD,15,13,0,0,0,2

71322,KSČM,15,13,0,0,2,0

71322,KDU-ČSL,10,8,0,0,2,0

71322,TOP09,7,5,0,1,0,1

71322,STAN,6,4,0,0,2,0

71322,Nezařaz,5,0,0,0,4,1

71323,ANO,78,67,0,1,0,10

71323,ODS,23,0,0,1,21,1

71323,Piráti,22,22,0,0,0,0

71323,SPD,19,0,0,0,15,4

71323,ČSSD,15,13,0,0,0,2

71323,KSČM,15,15,0,0,0,0

71323,KDU-ČSL,10,9,0,0,1,0

71323,TOP09,7,4,0,1,1,1

71323,STAN,6,3,0,0,3,0

71323,Nezařaz,5,2,0,0,2,1

71324,ANO,78,67,0,1,0,10

71324,ODS,23,0,0,1,21,1

71324,Piráti,22,22,0,0,0,0

71324,SPD,19,15,0,0,0,4

71324,ČSSD,15,13,0,0,0,2

71324,KSČM,15,15,0,0,0,0

71324,KDU-ČSL,10,9,0,0,1,0

71324,TOP09,7,4,0,1,1,1

71324,STAN,6,6,0,0,0,0

71324,Nezařaz,5,2,0,0,2,1

71325,ANO,78,67,0,1,0,10

71325,ODS,23,1,2,1,18,1

71325,Piráti,22,22,0,0,0,0

71325,SPD,19,15,0,0,0,4

71325,ČSSD,15,13,0,0,0,2

71325,KSČM,15,15,0,0,0,0

71325,KDU-ČSL,10,9,0,0,1,0

71325,TOP09,7,5,0,1,0,1

71325,STAN,6,6,0,0,0,0

71325,Nezařaz,5,2,0,0,2,1

71326,ANO,78,0,3,1,64,10

71326,ODS,23,19,0,1,2,1

71326,Piráti,22,21,0,0,1,0

71326,SPD,19,15,0,0,0,4

71326,ČSSD,15,3,0,0,10,2

71326,KSČM,15,0,0,0,15,0

71326,KDU-ČSL,10,10,0,0,0,0

71326,TOP09,7,5,0,1,0,1

71326,STAN,6,6,0,0,0,0

71326,Nezařaz,5,2,0,0,2,1

71327,ANO,78,0,1,1,66,10

71327,ODS,23,20,0,1,1,1

71327,Piráti,22,22,0,0,0,0

71327,SPD,19,15,0,0,0,4

71327,ČSSD,15,0,0,0,13,2

71327,KSČM,15,0,0,0,15,0

71327,KDU-ČSL,10,10,0,0,0,0

71327,TOP09,7,5,0,1,0,1

71327,STAN,6,6,0,0,0,0

71327,Nezařaz,5,3,0,0,1,1

71328,ANO,78,60,0,0,8,10

71328,ODS,23,2,0,1,19,1

71328,Piráti,22,0,0,0,22,0

71328,SPD,19,0,0,1,14,4

71328,ČSSD,15,12,0,0,2,1

71328,KSČM,15,3,0,1,11,0

71328,KDU-ČSL,10,9,0,1,0,0

71328,TOP09,7,6,0,0,0,1

71328,STAN,6,3,0,0,3,0

71328,Nezařaz,5,0,4,0,0,1

71329,ANO,78,55,0,0,13,10

71329,ODS,23,15,0,0,7,1

71329,Piráti,22,22,0,0,0,0

71329,SPD,19,14,0,0,1,4

71329,ČSSD,15,11,0,0,3,1

71329,KSČM,15,13,0,0,2,0

71329,KDU-ČSL,10,8,0,1,1,0

71329,TOP09,7,6,0,0,0,1

71329,STAN,6,3,0,0,3,0

71329,Nezařaz,5,0,1,0,3,1

71330,ANO,78,0,62,2,3,11

71330,ODS,23,20,0,2,0,1

71330,Piráti,22,21,0,1,0,0

71330,SPD,19,14,0,1,0,4

71330,ČSSD,15,0,5,3,6,1

71330,KSČM,15,0,2,3,10,0

71330,KDU-ČSL,10,9,0,1,0,0

71330,TOP09,7,5,0,1,0,1

71330,STAN,6,4,0,2,0,0

71330,Nezařaz,5,4,0,0,0,1

71331,ANO,78,65,0,0,2,11

71331,ODS,23,0,21,1,0,1

71331,Piráti,22,0,21,1,0,0

71331,SPD,19,0,13,1,1,4

71331,ČSSD,15,3,0,3,8,1

71331,KSČM,15,0,1,2,12,0

71331,KDU-ČSL,10,0,9,1,0,0

71331,TOP09,7,0,5,1,0,1

71331,STAN,6,0,5,1,0,0

71331,Nezařaz,5,0,4,0,0,1

71332,ANO,78,0,58,0,9,11

71332,ODS,23,21,0,1,0,1

71332,Piráti,22,21,0,1,0,0

71332,SPD,19,13,1,1,0,4

71332,ČSSD,15,0,4,3,7,1

71332,KSČM,15,0,0,2,13,0

71332,KDU-ČSL,10,9,0,1,0,0

71332,TOP09,7,5,0,1,0,1

71332,STAN,6,5,0,1,0,0

71332,Nezařaz,5,4,0,0,0,1

71333,ANO,78,66,0,1,0,11

71333,ODS,23,21,0,1,0,1

71333,Piráti,22,21,0,1,0,0

71333,SPD,19,14,0,1,0,4

71333,ČSSD,15,11,0,3,0,1

71333,KSČM,15,13,0,2,0,0

71333,KDU-ČSL,10,9,0,1,0,0

71333,TOP09,7,5,0,1,0,1

71333,STAN,6,4,0,1,1,0

71333,Nezařaz,5,3,0,0,1,1

71334,ANO,78,3,38,1,25,11

71334,ODS,23,19,0,0,3,1

71334,Piráti,22,21,0,1,0,0

71334,SPD,19,14,0,1,0,4

71334,ČSSD,15,3,2,3,6,1

71334,KSČM,15,0,0,2,13,0

71334,KDU-ČSL,10,9,0,1,0,0

71334,TOP09,7,5,0,1,0,1

71334,STAN,6,3,0,1,2,0

71334,Nezařaz,5,3,0,0,1,1

71335,ANO,78,0,45,0,22,11

71335,ODS,23,22,0,0,0,1

71335,Piráti,22,21,0,1,0,0

71335,SPD,19,14,0,1,0,4

71335,ČSSD,15,0,6,3,5,1

71335,KSČM,15,0,4,2,9,0

71335,KDU-ČSL,10,9,0,1,0,0

71335,TOP09,7,5,0,1,0,1

71335,STAN,6,3,0,1,2,0

71335,Nezařaz,5,2,0,0,2,1

71336,ANO,78,56,0,11,0,11

71336,ODS,23,14,0,8,0,1

71336,Piráti,22,20,0,2,0,0

71336,SPD,19,14,0,2,0,3

71336,ČSSD,15,7,0,6,0,2

71336,KSČM,15,13,0,2,0,0

71336,KDU-ČSL,10,7,0,2,0,1

71336,TOP09,7,3,0,2,0,2

71336,STAN,6,4,0,1,1,0

71336,Nezařaz,5,2,0,2,0,1

71337,ANO,78,60,0,7,0,11

71337,ODS,23,0,15,6,1,1

71337,Piráti,22,0,21,1,0,0

71337,SPD,19,0,15,1,0,3

71337,ČSSD,15,2,0,4,7,2

71337,KSČM,15,0,0,3,12,0

71337,KDU-ČSL,10,0,5,4,0,1

71337,TOP09,7,0,2,2,0,3

71337,STAN,6,0,4,2,0,0

71337,Nezařaz,5,0,2,1,1,1

71338,ANO,78,60,0,7,0,11

71338,ODS,23,16,0,6,0,1

71338,Piráti,22,21,0,1,0,0

71338,SPD,19,15,0,1,0,3

71338,ČSSD,15,9,0,4,0,2

71338,KSČM,15,12,0,3,0,0

71338,KDU-ČSL,10,6,0,3,0,1

71338,TOP09,7,2,0,2,0,3

71338,STAN,6,4,0,2,0,0

71338,Nezařaz,5,3,0,1,0,1

71339,ANO,78,56,0,8,0,14

71339,ODS,23,1,0,10,10,2

71339,Piráti,22,17,0,3,0,2

71339,SPD,19,15,0,1,0,3

71339,ČSSD,15,6,0,6,0,3

71339,KSČM,15,11,0,2,2,0

71339,KDU-ČSL,10,7,0,2,0,1

71339,TOP09,7,0,0,1,1,5

71339,STAN,6,1,0,3,0,2

71339,Nezařaz,5,0,0,2,0,3

71340,ANO,78,1,69,0,4,4

71340,ODS,23,22,0,0,0,1

71340,Piráti,22,21,0,0,0,1

71340,SPD,19,16,0,1,0,2

71340,ČSSD,15,0,14,1,0,0

71340,KSČM,15,0,15,0,0,0

71340,KDU-ČSL,10,9,0,1,0,0

71340,TOP09,7,6,0,0,0,1

71340,STAN,6,5,0,0,0,1

71340,Nezařaz,5,3,0,0,0,2

71341,ANO,78,0,62,0,12,4

71341,ODS,23,19,0,0,3,1

71341,Piráti,22,20,0,1,0,1

71341,SPD,19,16,0,1,0,2

71341,ČSSD,15,0,13,1,1,0

71341,KSČM,15,0,14,1,0,0

71341,KDU-ČSL,10,9,0,1,0,0

71341,TOP09,7,5,0,0,2,0

71341,STAN,6,5,0,0,0,1

71341,Nezařaz,5,2,0,1,0,2

71342,ANO,78,0,72,0,2,4

71342,ODS,23,20,0,0,2,1

71342,Piráti,22,20,0,1,0,1

71342,SPD,19,17,0,0,0,2

71342,ČSSD,15,0,14,1,0,0

71342,KSČM,15,0,14,1,0,0

71342,KDU-ČSL,10,8,0,1,1,0

71342,TOP09,7,7,0,0,0,0

71342,STAN,6,5,0,0,0,1

71342,Nezařaz,5,2,0,1,0,2

71343,ANO,78,74,0,0,0,4

71343,ODS,23,0,22,0,0,1

71343,Piráti,22,0,21,0,0,1

71343,SPD,19,0,17,0,0,2

71343,ČSSD,15,14,0,1,0,0

71343,KSČM,15,15,0,0,0,0

71343,KDU-ČSL,10,0,10,0,0,0

71343,TOP09,7,0,7,0,0,0

71343,STAN,6,0,5,0,0,1

71343,Nezařaz,5,0,2,1,0,2

71344,ANO,78,0,0,74,0,4

71344,ODS,23,0,0,22,0,1

71344,Piráti,22,0,0,21,0,1

71344,SPD,19,0,0,17,0,2

71344,ČSSD,15,0,0,15,0,0

71344,KSČM,15,0,0,14,1,0

71344,KDU-ČSL,10,0,0,10,0,0

71344,TOP09,7,0,0,7,0,0

71344,STAN,6,0,0,5,0,1

71344,Nezařaz,5,0,0,3,0,2

71345,ANO,78,0,72,0,2,4

71345,ODS,23,20,0,1,1,1

71345,Piráti,22,21,0,0,0,1

71345,SPD,19,17,0,0,0,2

71345,ČSSD,15,0,14,1,0,0

71345,KSČM,15,0,15,0,0,0

71345,KDU-ČSL,10,10,0,0,0,0

71345,TOP09,7,7,0,0,0,0

71345,STAN,6,5,0,0,0,1

71345,Nezařaz,5,2,0,1,0,2

71346,ANO,78,0,66,0,8,4

71346,ODS,23,21,0,0,1,1

71346,Piráti,22,21,0,0,0,1

71346,SPD,19,17,0,0,0,2

71346,ČSSD,15,0,12,1,2,0

71346,KSČM,15,0,13,0,2,0

71346,KDU-ČSL,10,10,0,0,0,0

71346,TOP09,7,7,0,0,0,0

71346,STAN,6,5,0,0,0,1

71346,Nezařaz,5,3,0,0,1,1

71347,ANO,78,0,71,0,3,4

71347,ODS,23,22,0,0,0,1

71347,Piráti,22,21,0,0,0,1

71347,SPD,19,17,0,0,0,2

71347,ČSSD,15,0,12,1,2,0

71347,KSČM,15,0,13,0,2,0

71347,KDU-ČSL,10,10,0,0,0,0

71347,TOP09,7,7,0,0,0,0

71347,STAN,6,5,0,0,0,1

71347,Nezařaz,5,4,0,0,0,1

71348,ANO,78,0,72,0,2,4

71348,ODS,23,22,0,0,0,1

71348,Piráti,22,4,0,0,17,1

71348,SPD,19,17,0,0,0,2

71348,ČSSD,15,0,12,1,2,0

71348,KSČM,15,0,14,0,1,0

71348,KDU-ČSL,10,10,0,0,0,0

71348,TOP09,7,7,0,0,0,0

71348,STAN,6,5,0,0,0,1

71348,Nezařaz,5,4,0,0,0,1

71349,ANO,78,0,72,0,2,4

71349,ODS,23,22,0,0,0,1

71349,Piráti,22,21,0,0,0,1

71349,SPD,19,17,0,0,0,2

71349,ČSSD,15,0,13,1,1,0

71349,KSČM,15,0,13,0,2,0

71349,KDU-ČSL,10,10,0,0,0,0

71349,TOP09,7,7,0,0,0,0

71349,STAN,6,5,0,0,0,1

71349,Nezařaz,5,4,0,0,0,1

71350,ANO,78,74,0,0,0,4

71350,ODS,23,21,0,0,1,1

71350,Piráti,22,20,0,0,1,1

71350,SPD,19,17,0,0,0,2

71350,ČSSD,15,14,0,1,0,0

71350,KSČM,15,15,0,0,0,0

71350,KDU-ČSL,10,10,0,0,0,0

71350,TOP09,7,7,0,0,0,0

71350,STAN,6,5,0,0,0,1

71350,Nezařaz,5,4,0,0,0,1

71351,ANO,78,0,50,0,24,4

71351,ODS,23,21,0,0,1,1

71351,Piráti,22,21,0,0,0,1

71351,SPD,19,16,0,0,1,2

71351,ČSSD,15,0,10,1,4,0

71351,KSČM,15,0,9,0,6,0

71351,KDU-ČSL,10,10,0,0,0,0

71351,TOP09,7,6,0,0,1,0

71351,STAN,6,4,0,0,1,1

71351,Nezařaz,5,4,0,0,0,1

71352,ANO,78,0,74,0,0,4

71352,ODS,23,22,0,0,0,1

71352,Piráti,22,21,0,0,0,1

71352,SPD,19,17,0,0,0,2

71352,ČSSD,15,0,13,1,1,0

71352,KSČM,15,0,15,0,0,0

71352,KDU-ČSL,10,10,0,0,0,0

71352,TOP09,7,7,0,0,0,0

71352,STAN,6,5,0,0,0,1

71352,Nezařaz,5,4,0,0,0,1

71353,ANO,78,74,0,0,0,4

71353,ODS,23,22,0,0,0,1

71353,Piráti,22,21,0,0,0,1

71353,SPD,19,17,0,0,0,2

71353,ČSSD,15,14,0,1,0,0

71353,KSČM,15,14,0,0,1,0

71353,KDU-ČSL,10,10,0,0,0,0

71353,TOP09,7,7,0,0,0,0

71353,STAN,6,5,0,0,0,1

71353,Nezařaz,5,4,0,0,0,1

71354,ANO,78,0,70,0,4,4

71354,ODS,23,22,0,0,0,1

71354,Piráti,22,21,0,0,0,1

71354,SPD,19,16,0,0,1,2

71354,ČSSD,15,0,10,1,4,0

71354,KSČM,15,0,13,1,1,0

71354,KDU-ČSL,10,10,0,0,0,0

71354,TOP09,7,7,0,0,0,0

71354,STAN,6,5,0,0,0,1

71354,Nezařaz,5,3,0,0,1,1

71355,ANO,78,0,70,0,4,4

71355,ODS,23,22,0,0,0,1

71355,Piráti,22,21,0,0,0,1

71355,SPD,19,17,0,0,0,2

71355,ČSSD,15,0,14,1,0,0

71355,KSČM,15,0,15,0,0,0

71355,KDU-ČSL,10,2,0,0,8,0

71355,TOP09,7,7,0,0,0,0

71355,STAN,6,5,0,0,0,1

71355,Nezařaz,5,4,0,0,0,1

71356,ANO,78,0,73,0,1,4

71356,ODS,23,22,0,0,0,1

71356,Piráti,22,21,0,0,0,1

71356,SPD,19,17,0,0,0,2

71356,ČSSD,15,1,12,1,1,0

71356,KSČM,15,0,0,0,15,0

71356,KDU-ČSL,10,0,8,0,2,0

71356,TOP09,7,7,0,0,0,0

71356,STAN,6,5,0,0,0,1

71356,Nezařaz,5,3,0,0,1,1

71357,ANO,78,0,70,0,4,4

71357,ODS,23,21,0,0,1,1

71357,Piráti,22,21,0,0,0,1

71357,SPD,19,17,0,0,0,2

71357,ČSSD,15,1,3,1,10,0

71357,KSČM,15,0,0,1,14,0

71357,KDU-ČSL,10,0,9,0,1,0

71357,TOP09,7,7,0,0,0,0

71357,STAN,6,5,0,0,0,1

71357,Nezařaz,5,3,0,0,1,1

71358,ANO,78,0,70,0,4,4

71358,ODS,23,22,0,0,0,1

71358,Piráti,22,21,0,0,0,1

71358,SPD,19,16,1,0,0,2

71358,ČSSD,15,1,10,1,3,0

71358,KSČM,15,0,1,1,13,0

71358,KDU-ČSL,10,10,0,0,0,0

71358,TOP09,7,7,0,0,0,0

71358,STAN,6,5,0,0,0,1

71358,Nezařaz,5,4,0,0,0,1

71359,ANO,78,74,0,0,0,4

71359,ODS,23,22,0,0,0,1

71359,Piráti,22,21,0,0,0,1

71359,SPD,19,0,0,0,17,2

71359,ČSSD,15,13,0,1,1,0

71359,KSČM,15,14,1,0,0,0

71359,KDU-ČSL,10,10,0,0,0,0

71359,TOP09,7,7,0,0,0,0

71359,STAN,6,5,0,0,0,1

